Straßennummer;Straßenname;Folge;Hausnr. (von);Zusatz zur Hausnr (von);Hausnr. (bis);Zusatz zur Hausnr (bis);Ortsbezirk;Stadtteil Name;Stadtbezirk;Stadtbezirksvorst;Schiedsamtsbezirk;Sozialrathausbezirk;Sozialbezirk;Polizeirevier;Postleitzahl
31;"Allerheiligentor";"ungerade";"";"";"";"";"1 ";"Innenstadt";"070";"1.01";" 1";"A1";1;"1";60311
32;"Allesinastraße";"";"";"";"";"";"6 ";"Sindlingen";"601";"6.47";"6B";"A7";55;"17";65931
33;"Allmeygang";"";"";"";"";"";"6 ";"Höchst";"580";"6.45";"6C";"A7";54;"17";65929
34;"Alpenroder Straße";"";"";"";"";"";"6 ";"Sossenheim";"631";"6.53";"6C";"A7";58;"17";65936
35;"Alsfelder Straße";"";"";"";"";"";"11";"Seckbach";"390";"11.75";"11";"A1";31;"6";60389
36;"Alt-Bonames";"";"";"";"";"";"10";"Bonames";"491";"10.70";"10";"A2";45;"14";60437
37;"Alt-Bornheim";"";"";"";"";"";"4 ";"Bornheim";"272";"4.22";" 4";"A1";18;"6";60385
38;"I. Altebergsgäßchen";"";"";"";"";"";"5 ";"Sachsenhausen-Süd";"332";"5.29";"5A";"A6";24;"8";60599
39;"II. Altebergsgäßchen";"";"";"";"";"";"5 ";"Sachsenhausen-Süd";"332";"5.29";"5A";"A6";24;"8";60599
40;"Altebergsweg";"gerade";"";"";"";"";"5 ";"Sachsenhausen-Süd";"332";"5.29";"5A";"A6";24;"8";60599
40;"Altebergsweg";"ungerade";"31";"";"";"";"5 ";"Sachsenhausen-Süd";"332";"5.29";"5A";"A6";24;"8";60599
40;"Altebergsweg";"ungerade";"99";"";"119";"";"5 ";"Oberrad";"380";"5.28";"5A";"A6";30;"8";60599
41;"Altebergs-Zwerchgäßchen";"";"";"";"";"";"5 ";"Sachsenhausen-Süd";"332";"5.29";"5A";"A6";24;"8";60599
42;"Altebornstraße";"";"";"";"";"";"11";"Seckbach";"390";"11.75";"11";"A1";31;"6";60389
43;"Alte Brücke";"";"";"";"";"";"5 ";"Sachsenhausen-Nord";"300";"5.31";"5A";"A6";20;"8";60594
44;"Alte Falterstraße";"gerade";"";"";"";"";"6 ";"Griesheim";"551";"6.39";"6A";"A3";52;"16";65933
44;"Alte Falterstraße";"ungerade";"";"";"";"";"6 ";"Griesheim";"541";"6.39";"6A";"A3";52;"16";65933
45;"Alte Gasse";"";"";"";"";"";"1 ";"Innenstadt";"060";"1.02";" 1";"A1";1;"1";60313
47;"Alte Mainzer Gasse";"";"";"";"";"";"1 ";"Altstadt";"010";"1.01";" 1";"A1";1;"1";60311
48;"Altenburger Weg";"";"";"";"";"";"6 ";"Zeilsheim";"611";"6.49";"6B";"A7";56;"17";65931
49;"Alte Niddabrücke";"";"";"";"";"";"6 ";"Nied";"561";"6.42";"6A";"A7";53;"16";65934
49;"Alte Niddabrücke";"";"";"";"";"";"6 ";"Nied";"561";"6.42";"6A";"A7";53;"17";65934
51;"Alte Rothofstraße";"";"";"";"";"";"1 ";"Innenstadt";"050";"1.02";" 1";"A1";1;"1";60313
52;"Alter Schulpfad";"";"";"";"";"";"6 ";"Nied";"561";"6.42";"6A";"A7";53;"16";65934
53;"Alt-Eschersheim";"gerade";"2";"";"10";"";"9 ";"Eschersheim";"452";"9.66";" 9";"B3";39;"12";60433
53;"Alt-Eschersheim";"gerade";"20";"";"84";"";"9 ";"Eschersheim";"451";"9.65";" 9";"B3";39;"12";60433
53;"Alt-Eschersheim";"ungerade";"17";"";"91";"";"9 ";"Eschersheim";"451";"9.65";" 9";"B3";39;"12";60433
53;"Alt-Eschersheim";"ungerade";"3";"";"7";"";"9 ";"Eschersheim";"452";"9.66";" 9";"B3";39;"12";60433
57;"Altes Schützenhüttengäßchen";"";"";"";"";"";"5 ";"Sachsenhausen-Süd";"332";"5.29";"5A";"A6";24;"8";60599
58;"Alt-Fechenheim";"gerade";"102";"";"138";"";"11";"Fechenheim";"520";"11.78";"11";"A1";49;"18";60386
58;"Alt-Fechenheim";"gerade";"32";"";"98";"";"11";"Fechenheim";"510";"11.77";"11";"A1";48;"18";60386
58;"Alt-Fechenheim";"ungerade";"103";"";"131";"";"11";"Fechenheim";"520";"11.78";"11";"A1";49;"18";60386
58;"Alt-Fechenheim";"ungerade";"31";"";"101";"";"11";"Fechenheim";"510";"11.77";"11";"A1";48;"18";60386
59;"Alt-Ginnheim";"";"";"";"";"";"9 ";"Ginnheim";"441";"9.67";" 9";"A2";38;"12";60431
60;"Alt-Griesheim";"gerade";"2";"";"38";"";"6 ";"Griesheim";"541";"6.39";"6A";"A3";52;"16";65933
60;"Alt-Griesheim";"gerade";"44";"";"90";"A";"6 ";"Griesheim";"551";"6.39";"6A";"A3";52;"16";65933
60;"Alt-Griesheim";"ungerade";"1";"";"19";"";"6 ";"Griesheim";"541";"6.39";"6A";"A3";52;"16";65933
60;"Alt-Griesheim";"ungerade";"23";"";"77";"";"6 ";"Griesheim";"551";"6.39";"6A";"A3";52;"16";65933
61;"Alt-Hausen";"";"";"";"";"";"7 ";"Hausen";"410";"7.58";" 7";"A4";26;"11";60488
62;"Alt-Heddernheim";"";"";"";"";"";"8 ";"Heddernheim";"431";"8.61";" 8";"A2";37;"14";60439
63;"Altheimstraße";"";"";"";"";"";"9 ";"Eschersheim";"452";"9.66";" 9";"B3";39;"12";60431
64;"Alt-Höchst";"";"";"";"";"";"6 ";"Höchst";"591";"6.46";"6C";"A7";54;"17";65929
65;"Altkönigstraße";"";"";"";"";"";"2 ";"Westend-Süd";"180";"2.10";" 2";"A4";4;"3";60323
66;"Alt-Nied";"";"";"";"";"";"6 ";"Nied";"561";"6.42";"6A";"A7";53;"16";65934
67;"Alt-Niederursel";"";"";"";"";"";"8 ";"Niederursel";"481";"8.63";" 8";"A2";43;"14";60439
68;"Alt-Praunheim";"";"";"";"";"";"7 ";"Praunheim";"425";"7.60";" 7";"A4";35;"14";60488
69;"Alt-Preungesheim";"";"";"";"";"";"10";"Preungesheim";"470";"10.73";"10";"B3";42;"12";60435
70;"Alt-Rödelheim";"gerade";"";"";"";"";"7 ";"Rödelheim";"401";"7.55";" 7";"A4";32;"11";60489
70;"Alt-Rödelheim";"ungerade";"";"";"";"";"7 ";"Rödelheim";"402";"7.56";" 7";"A4";33;"11";60489
71;"Alt-Schwanheim";"";"";"";"";"";"6 ";"Schwanheim";"531";"6.38";"6A";"A6";50;"10";60529
72;"Alt-Seckbach";"";"";"";"";"";"11";"Seckbach";"390";"11.75";"11";"A1";31;"6";60389
73;"Alt-Sindlingen";"";"";"";"";"";"6 ";"Sindlingen";"601";"6.47";"6B";"A7";55;"17";65931
74;"Alt-Sossenheim";"gerade";"2";"";"32";"";"6 ";"Sossenheim";"632";"6.54";"6C";"A7";58;"17";65936
74;"Alt-Sossenheim";"gerade";"34";"";"84";"";"6 ";"Sossenheim";"631";"6.53";"6C";"A7";58;"17";65936
74;"Alt-Sossenheim";"ungerade";"3";"";"51";"";"6 ";"Sossenheim";"632";"6.54";"6C";"A7";58;"17";65936
74;"Alt-Sossenheim";"ungerade";"57";"";"87";"";"6 ";"Sossenheim";"631";"6.53";"6C";"A7";58;"17";65936
75;"Alt-Zeilsheim";"gerade";"2";"";"48";"A";"6 ";"Zeilsheim";"611";"6.49";"6B";"A7";56;"17";65931
75;"Alt-Zeilsheim";"gerade";"54";"";"76";"";"6 ";"Zeilsheim";"612";"6.50";"6B";"A7";56;"17";65931
75;"Alt-Zeilsheim";"ungerade";"";"";"";"";"6 ";"Zeilsheim";"611";"6.49";"6B";"A7";56;"17";65931
76;"Alzeyer Straße";"";"";"";"";"";"6 ";"Nied";"561";"6.42";"6A";"A7";53;"16";65934
77;"Am Abtshof";"";"";"";"";"";"6 ";"Schwanheim";"531";"6.38";"6A";"A6";50;"10";60529
79;"Am Alten Schloß";"";"";"";"";"";"8 ";"Praunheim";"426";"8.62";" 7";"A2";36;"14";60439
80;"Am Alten See";"";"";"";"";"";"7 ";"Rödelheim";"401";"7.55";" 7";"A4";32;"11";60489
81;"Am Ameisenberg";"";"";"";"";"";"4 ";"Bornheim";"272";"4.22";" 4";"A1";18;"6";60385
83;"Am Atzelberg";"";"";"";"";"";"11";"Seckbach";"390";"11.75";"11";"A1";31;"6";60389
84;"Am Auerborn";"";"";"";"";"";"6 ";"Schwanheim";"532";"6.37";"6A";"A6";51;"10";60529
85;"Am Bachberg";"";"";"";"";"";"10";"Preungesheim";"470";"10.73";"10";"B3";42;"12";60435
88;"Am Börnchen";"";"";"";"";"";"6 ";"Schwanheim";"532";"6.37";"6A";"A6";51;"10";60529
89;"Am Bornheimer Hang";"gerade";"10";"";"";"";"4 ";"Bornheim";"290";"4.22";" 4";"A1";18;"6";60386
89;"Am Bornheimer Hang";"gerade";"2";"";"6";"";"4 ";"Bornheim";"281";"4.24";" 4";"A1";19;"6";60386
91;"Am Brennhaus";"";"";"";"";"";"6 ";"Griesheim";"541";"6.39";"6A";"A3";52;"16";65933
92;"Am Brückengarten";"";"";"";"";"";"9 ";"Eschersheim";"452";"9.66";" 9";"B3";39;"12";60431
93;"Am Buchwald";"ungerade";"1";"";"7";"";"4 ";"Ostend";"252";"4.25";" 4";"A1";16;"5";60385
93;"Am Buchwald";"ungerade";"15";"";"";"";"4 ";"Bornheim";"282";"4.24";" 4";"A1";19;"5";60385
94;"Am Burghof";"gerade";"";"";"";"";"10";"Bonames";"491";"10.70";"10";"A2";45;"14";60437
94;"Am Burghof";"ungerade";"3";"";"49";"";"10";"Bonames";"491";"10.70";"10";"A2";45;"14";60437
94;"Am Burghof";"ungerade";"53";"";"55";"";"12";"Kalbach-Riedberg";"650";"12.79";"12";"A2";60;"14";60437
95;"Am Dachsberg";"gerade";"114";"";"204";"";"10";"Preungesheim";"470";"10.73";"10";"B3";42;"14";60435
95;"Am Dachsberg";"gerade";"14";"";"110";"C";"10";"Berkersheim";"500";"10.74";"10";"A2";47;"14";60435
95;"Am Dachsberg";"ungerade";"1";"";"105";"";"10";"Berkersheim";"500";"10.74";"10";"A2";47;"14";60435
95;"Am Dachsberg";"ungerade";"107";"";"129";"";"10";"Preungesheim";"470";"10.73";"10";"B3";42;"14";60435
96;"Am Dammgraben";"";"";"";"";"";"2 ";"Bockenheim";"163";"2.15";" 2";"A4";10;"13";60486
97;"Am Dorfgarten";"";"";"";"";"";"10";"Preungesheim";"470";"10.73";"10";"B3";42;"12";60435
98;"Am Dornbusch";"gerade";"";"";"";"";"9 ";"Dornbusch";"442";"9.68";" 9";"B3";38;"12";60320
98;"Am Dornbusch";"ungerade";"";"";"";"";"2 ";"Westend-Nord";"192";"2.09";" 2";"B3";4;"12";60320
99;"Am Ebelfeld";"";"";"";"";"";"7 ";"Praunheim";"422";"7.59";" 7";"A4";34;"14";60488
100;"Am Eckenheimer Friedhof";"";"";"";"";"";"10";"Eckenheim";"461";"10.72";"10";"B3";40;"12";60435
101;"Am Eichenloh";"";"";"";"";"";"9 ";"Ginnheim";"441";"9.67";" 9";"A2";38;"12";60431
102;"Am Eisernen Schlag";"";"";"";"";"";"9 ";"Ginnheim";"441";"9.67";" 9";"A2";38;"12";60431
103;"Am Elektrizitätswerk";"";"";"";"";"";"1 ";"Gutleutviertel";"151";"1.04";" 1";"A3";2;"4";60327
104;"Am Ellerfeld";"";"";"";"";"";"7 ";"Hausen";"410";"7.58";" 7";"A4";26;"11";60488
105;"Am Erlenbruch";"gerade";"136";"";"";"";"11";"Fechenheim";"510";"11.77";"11";"A1";48;"18";60386
105;"Am Erlenbruch";"gerade";"2";"";"134";"";"11";"Riederwald";"262";"11.76";"11";"A1";17;"18";60386
105;"Am Erlenbruch";"ungerade";"";"";"";"";"11";"Seckbach";"390";"11.75";"11";"A1";31;"18";60386
107;"Am Faulbrunnen";"";"";"";"";"";"6 ";"Sossenheim";"631";"6.53";"6C";"A7";58;"17";65936
108;"Am Fischstein";"gerade";"2";"";"38";"";"7 ";"Hausen";"410";"7.58";" 7";"A4";26;"11";60488
108;"Am Fischstein";"gerade";"46";"";"70";"";"7 ";"Bockenheim";"343";"7.57";" 2";"A4";26;"11";60487
108;"Am Fischstein";"ungerade";"29";"";"33";"";"7 ";"Hausen";"410";"7.58";" 7";"A4";26;"11";60488
108;"Am Fischstein";"ungerade";"45";"";"69";"";"7 ";"Bockenheim";"343";"7.57";" 2";"A4";26;"11";60487
109;"Am Fischwehr";"";"";"";"";"";"11";"Fechenheim";"510";"11.77";"11";"A1";48;"18";60386
110;"Am Forum";"";"";"";"";"";"8 ";"Heddernheim";"432";"8.62";" 8";"A2";36;"14";60439
111;"Am Gansbühel";"";"";"";"";"";"11";"Fechenheim";"510";"11.77";"11";"A1";48;"18";60386
112;"Am Geistpförtchen";"";"";"";"";"";"1 ";"Altstadt";"010";"1.01";" 1";"A1";1;"1";60311
113;"Am Gemeindegarten";"";"";"";"";"";"6 ";"Griesheim";"541";"6.39";"6A";"A3";52;"16";65933
114;"Am Goldsteinpark";"";"";"";"";"";"6 ";"Schwanheim";"532";"6.37";"6A";"A6";51;"10";60529
115;"Am Graben";"";"";"";"";"";"6 ";"Schwanheim";"531";"6.38";"6A";"A6";50;"10";60529
117;"Am Großen Berge";"";"";"";"";"";"9 ";"Ginnheim";"441";"9.67";" 9";"A2";38;"12";60431
118;"Am Grünen Graben";"";"";"";"";"";"9 ";"Eschersheim";"451";"9.65";" 9";"B3";39;"12";60433
119;"Am Grünhof";"";"";"";"";"";"2 ";"Westend-Nord";"192";"2.09";" 2";"B3";4;"12";60320
120;"Am Hauptbahnhof";"gerade";"";"";"";"";"1 ";"Bahnhofsviertel";"090";"1.03";" 1";"A3";2;"4";60329
120;"Am Hauptbahnhof";"ungerade";"";"";"";"";"1 ";"Gallus";"152";"1.06";" 1";"A3";7;"4";60329
121;"Am Hennsee";"gerade";"";"";"";"";"11";"Fechenheim";"510";"11.77";"11";"A1";48;"18";60386
121;"Am Hennsee";"ungerade";"";"";"";"";"11";"Fechenheim";"520";"11.78";"11";"A1";49;"18";60386
122;"Am Herrenhof";"";"";"";"";"";"10";"Berkersheim";"500";"10.74";"10";"A2";47;"14";60435
123;"Am Hochwehr";"";"";"";"";"";"9 ";"Ginnheim";"441";"9.67";" 9";"A2";38;"12";60431
124;"Am Hofgut";"";"";"";"";"";"7 ";"Praunheim";"422";"7.59";" 7";"A4";34;"14";60488
126;"Am Hohen Weg";"gerade";"10";"";"";"";"7 ";"Bockenheim";"343";"7.57";" 2";"A4";26;"11";60488
126;"Am Hohen Weg";"gerade";"12";"";"30";"";"7 ";"Hausen";"410";"7.58";" 7";"A4";26;"11";60488
126;"Am Hohen Weg";"ungerade";"";"";"";"";"7 ";"Hausen";"410";"7.58";" 7";"A4";26;"11";60488
128;"Am Honigberg";"";"";"";"";"";"10";"Berkersheim";"500";"10.74";"10";"A2";47;"14";60435
129;"Am Hopfengarten";"";"";"";"";"";"7 ";"Rödelheim";"402";"7.56";" 7";"A4";33;"11";60489
130;"Am Hühnerberg";"";"";"";"";"";"6 ";"Nied";"561";"6.42";"6A";"A7";53;"17";65934
131;"Am Industriehof";"gerade";"";"";"";"";"7 ";"Hausen";"410";"7.58";" 7";"A4";26;"11";60487
131;"Am Industriehof";"ungerade";"";"";"";"";"7 ";"Bockenheim";"343";"7.57";" 2";"A4";26;"11";60487
132;"Am Kapellenberg";"";"";"";"";"";"6 ";"Sossenheim";"631";"6.53";"6C";"A7";58;"17";65936
133;"Am Kappelgarten";"";"";"";"";"";"11";"Seckbach";"390";"11.75";"11";"A1";31;"6";60389
134;"Am Kirchberg";"";"";"";"";"";"9 ";"Eschersheim";"452";"9.66";" 9";"B3";39;"12";60431
135;"Am Kirchholz";"";"";"";"";"";"6 ";"Schwanheim";"531";"6.38";"6A";"A6";50;"10";60529
136;"Am Köstrich";"";"";"";"";"";"7 ";"Rödelheim";"401";"7.55";" 7";"A4";32;"11";60489
137;"Am Kreuz";"";"";"";"";"";"6 ";"Sossenheim";"632";"6.54";"6C";"A7";58;"17";65936
138;"Am Kunzengarten";"";"";"";"";"";"6 ";"Sossenheim";"632";"6.54";"6C";"A7";58;"17";65936
139;"Am Lachgraben";"";"";"";"";"";"6 ";"Sindlingen";"601";"6.47";"6B";"A7";55;"17";65931
141;"Am Leinritt";"";"";"";"";"";"11";"Fechenheim";"520";"11.78";"11";"A1";49;"18";60386
142;"Am Leisrain";"";"";"";"";"";"6 ";"Sossenheim";"631";"6.53";"6C";"A7";58;"17";65936
143;"Am Leonhardsbrunn";"";"";"";"";"";"2 ";"Bockenheim";"362";"2.12";" 2";"A4";27;"13";60487
144;"Am Leonhardstor";"";"";"";"";"";"1 ";"Altstadt";"010";"1.01";" 1";"A1";1;"1";60311
145;"Am Lindenbaum";"";"";"";"";"";"9 ";"Eschersheim";"452";"9.66";" 9";"B3";39;"12";60433
146;"Am Lindenfeld";"";"";"";"";"";"6 ";"Griesheim";"552";"6.41";"6A";"A3";52;"16";65933
147;"Am Lohrberg";"";"";"";"";"";"11";"Seckbach";"390";"11.75";"11";"A1";31;"6";60389
148;"Am Mainbörnchen";"";"";"";"";"";"11";"Fechenheim";"520";"11.78";"11";"A1";49;"18";60386
149;"Am Mainplacken";"";"";"";"";"";"6 ";"Nied";"561";"6.42";"6A";"A7";53;"16";65934
150;"Ammelburgstraße";"";"";"";"";"";"9 ";"Dornbusch";"463";"9.69";" 9";"B3";41;"12";60320
151;"Am Mühlgarten";"";"";"";"";"";"9 ";"Ginnheim";"441";"9.67";" 9";"A2";38;"12";60431
152;"Am Mühlgewann";"";"";"";"";"";"6 ";"Griesheim";"542";"6.40";"6A";"A3";52;"16";65933
153;"Am Mühlkanal";"";"";"";"";"";"5 ";"Sachsenhausen-Süd";"332";"5.29";"5A";"A6";24;"8";60599
154;"Am Neuenberg";"";"";"";"";"";"10";"Berkersheim";"500";"10.74";"10";"A2";47;"14";60435
155;"Am Neufeld";"";"";"";"";"";"6 ";"Griesheim";"542";"6.40";"6A";"A3";52;"16";65933
157;"Am Niedwald";"";"";"";"";"";"6 ";"Griesheim";"542";"6.40";"6A";"A3";52;"16";65933
158;"Am Oberforsthaus";"";"";"";"";"";"5 ";"Sachsenhausen-Süd";"325";"5.34";"5A";"A6";23;"10";60528
159;"Amöneburger Straße";"";"";"";"";"";"9 ";"Eschersheim";"452";"9.66";" 9";"B3";39;"12";60433
160;"Amorbacher Weg";"";"";"";"";"";"5 ";"Sachsenhausen-Süd";"332";"5.29";"5A";"A6";24;"8";60599
161;"Ampèrestraße";"";"";"";"";"";"2 ";"Bockenheim";"344";"2.14";" 2";"A4";10;"11";60486
162;"Am Pfingstlohr";"";"";"";"";"";"11";"Seckbach";"390";"11.75";"11";"A1";31;"6";60389
163;"Am Posthorn";"";"";"";"";"";"2 ";"Bockenheim";"344";"2.14";" 2";"A4";10;"11";60486
164;"Am Riederbruch";"";"";"";"";"";"11";"Riederwald";"262";"11.76";"11";"A1";17;"18";60386
165;"Am Rödelheimer Wehr";"";"";"";"";"";"7 ";"Rödelheim";"401";"7.55";" 7";"A4";32;"11";60489
166;"Am Römerhof";"gerade";"2";"";"";"";"2 ";"Bockenheim";"163";"2.15";" 2";"A4";10;"16";60486
166;"Am Römerhof";"gerade";"2";"A";"2";"B";"1 ";"Gallus";"165";"1.08";" 1";"A3";8;"13";60486
166;"Am Römerhof";"gerade";"2";"C";"36";"";"2 ";"Bockenheim";"163";"2.15";" 2";"A4";10;"13";60486
166;"Am Römerhof";"ungerade";"";"";"";"";"2 ";"Bockenheim";"163";"2.15";" 2";"A4";10;"13";60486
167;"Am Rötheneck";"";"";"";"";"";"4 ";"Bornheim";"272";"4.22";" 4";"A1";18;"6";60385
168;"Am Rosenberg";"";"";"";"";"";"6 ";"Nied";"561";"6.42";"6A";"A7";53;"17";65934
169;"Am Rosengarten";"";"";"";"";"";"6 ";"Nied";"561";"6.42";"6A";"A7";53;"16";65934
170;"Am Roten Graben";"";"";"";"";"";"11";"Fechenheim";"510";"11.77";"11";"A1";48;"18";60386
171;"Am Rütschlehen";"";"";"";"";"";"11";"Fechenheim";"510";"11.77";"11";"A1";48;"18";60386
172;"Am Ruhestein";"";"";"";"";"";"6 ";"Schwanheim";"532";"6.37";"6A";"A6";51;"10";60529
173;"Am Saalenbusch";"";"";"";"";"";"11";"Fechenheim";"510";"11.77";"11";"A1";48;"18";60386
174;"Am Salzhaus";"";"";"";"";"";"1 ";"Innenstadt";"040";"1.03";" 1";"A1";1;"1";60311
176;"Am Schieferstein";"";"";"";"";"";"10";"Berkersheim";"500";"10.74";"10";"A2";47;"14";60435
177;"Am Schießrain";"";"";"";"";"";"11";"Seckbach";"390";"11.75";"11";"A1";31;"6";60389
178;"Am Schwalbenschwanz";"gerade";"";"";"";"";"9 ";"Eschersheim";"452";"9.66";" 9";"B3";39;"12";60431
178;"Am Schwalbenschwanz";"ungerade";"1";"";"53";"";"9 ";"Dornbusch";"442";"9.68";" 9";"B3";38;"12";60431
178;"Am Schwalbenschwanz";"ungerade";"59";"";"77";"";"9 ";"Ginnheim";"441";"9.67";" 9";"A2";38;"12";60431
180;"Amselweg";"";"";"";"";"";"6 ";"Unterliederbach";"621";"6.51";"6C";"A7";57;"17";65929
181;"Am Selzerbrunnen";"";"";"";"";"";"6 ";"Nied";"562";"6.43";"6A";"A7";53;"16";65934
182;"Am Siechen";"";"";"";"";"";"6 ";"Schwanheim";"531";"6.38";"6A";"A6";50;"10";60529
185;"Am Spritzenhaus";"";"";"";"";"";"7 ";"Hausen";"410";"7.58";" 7";"A4";26;"11";60488
186;"Am Stadtpark";"";"";"";"";"";"6 ";"Höchst";"580";"6.45";"6C";"A7";54;"17";65929
187;"Am Städelshof";"";"";"";"";"";"1 ";"Innenstadt";"070";"1.01";" 1";"A1";1;"1";60313
188;"Am Steinernen Kreuz";"";"";"";"";"";"6 ";"Griesheim";"542";"6.40";"6A";"A3";52;"16";65933
189;"Am Steinernen Stock";"";"";"";"";"";"9 ";"Dornbusch";"463";"9.69";" 9";"B3";41;"12";60320
191;"Am Stiegelschlag";"";"";"";"";"";"4 ";"Bornheim";"272";"4.22";" 4";"A1";18;"6";60385
192;"Am Stockborn";"";"";"";"";"";"8 ";"Praunheim";"426";"8.62";" 7";"A2";36;"14";60439
193;"Am Strandbad Höchst";"";"";"";"";"";"6 ";"Höchst";"580";"6.45";"6C";"A7";54;"17";65934
195;"Am Tiergarten";"";"";"";"";"";"4 ";"Ostend";"251";"4.25";" 4";"A1";16;"5";60316
196;"Am Traubengarten";"";"";"";"";"";"10";"Berkersheim";"500";"10.74";"10";"A2";47;"14";60435
197;"Am Treutengraben";"";"";"";"";"";"7 ";"Praunheim";"424";"7.60";" 7";"A4";35;"14";60488
198;"Amtsgasse";"";"";"";"";"";"6 ";"Höchst";"580";"6.45";"6C";"A7";54;"17";65929
199;"Am Ulmenrück";"";"";"";"";"";"10";"Frankfurter Berg";"492";"10.71";"10";"A2";46;"14";60433
200;"Am Urselbach";"";"";"";"";"";"8 ";"Niederursel";"481";"8.63";" 8";"A2";43;"14";60439
202;"Am Wasserturm";"";"";"";"";"";"10";"Preungesheim";"470";"10.73";"10";"B3";42;"12";60435
203;"Am Weidenbaum";"";"";"";"";"";"6 ";"Griesheim";"541";"6.39";"6A";"A3";52;"16";65933
204;"Am Weidenbusch";"";"";"";"";"";"9 ";"Ginnheim";"441";"9.67";" 9";"A2";38;"12";60431
204;"Am Weidenbusch";"";"";"";"";"";"9 ";"Dornbusch";"442";"9.68";" 9";"B3";38;"12";60431
205;"Am Weidenwörth";"";"";"";"";"";"6 ";"Schwanheim";"531";"6.38";"6A";"A6";50;"10";60529
206;"Am Weigelsgarten";"";"";"";"";"";"9 ";"Eschersheim";"451";"9.65";" 9";"B3";39;"12";60433
207;"Am Weimarfloß";"";"";"";"";"";"9 ";"Ginnheim";"441";"9.67";" 9";"A2";38;"12";60431
208;"Am Weingarten";"";"";"";"";"";"2 ";"Bockenheim";"361";"2.12";" 2";"A4";27;"13";60487
209;"Am Weißen Stein";"gerade";"";"";"";"";"9 ";"Eschersheim";"451";"9.65";" 9";"B3";39;"12";60431
209;"Am Weißen Stein";"ungerade";"";"";"";"";"9 ";"Eschersheim";"452";"9.66";" 9";"B3";39;"12";60431
210;"Am Wendelsgarten";"";"";"";"";"";"10";"Bonames";"491";"10.70";"10";"A2";45;"14";60437
211;"Am Wiesenhof";"";"";"";"";"";"6 ";"Schwanheim";"532";"6.37";"6A";"A6";51;"10";60529
212;"Am Wiesenrain";"";"";"";"";"";"9 ";"Ginnheim";"441";"9.67";" 9";"A2";38;"12";60431
213;"Am Wingertsgrund";"";"";"";"";"";"6 ";"Griesheim";"541";"6.39";"6A";"A3";52;"16";65933
214;"Am Ziehgraben";"";"";"";"";"";"7 ";"Hausen";"410";"7.58";" 7";"A4";26;"11";60488
215;"An den Drei Brunnen";"";"";"";"";"";"9 ";"Ginnheim";"441";"9.67";" 9";"A2";38;"12";60431
216;"An den Drei Steinen";"";"";"";"";"";"10";"Preungesheim";"470";"10.73";"10";"B3";42;"12";60435
217;"An den Geiselwiesen";"";"";"";"";"";"7 ";"Praunheim";"424";"7.60";" 7";"A4";35;"11";60488
219;"An den Pflanzländern";"";"";"";"";"";"7 ";"Praunheim";"424";"7.60";" 7";"A4";35;"14";60488
220;"An den Postwiesen";"";"";"";"";"";"7 ";"Hausen";"410";"7.58";" 7";"A4";26;"11";60488
221;"An den Riederhöfen";"";"";"";"";"";"4 ";"Ostend";"261";"4.27";" 4";"A1";6;"5";60314
222;"An den Röthen";"";"";"";"";"";"4 ";"Bornheim";"272";"4.22";" 4";"A1";18;"6";60389
223;"An den Schießgärten";"";"";"";"";"";"8 ";"Niederursel";"481";"8.63";" 8";"A2";43;"14";60439
225;"An den Weiden";"";"";"";"";"";"9 ";"Eschersheim";"452";"9.66";" 9";"B3";39;"12";60433
229;"An der Bitz";"gerade";"10";"";"20";"";"7 ";"Praunheim";"425";"7.60";" 7";"A4";35;"14";60488
229;"An der Bitz";"gerade";"2";"";"8";"A";"7 ";"Praunheim";"422";"7.59";" 7";"A4";34;"14";60488
229;"An der Bitz";"ungerade";"1";"";"3";"";"7 ";"Praunheim";"422";"7.59";" 7";"A4";34;"14";60488
229;"An der Bitz";"ungerade";"5";"";"9";"";"7 ";"Praunheim";"425";"7.60";" 7";"A4";35;"14";60488
230;"An der Dammheide";"";"";"";"";"";"2 ";"Bockenheim";"342";"2.14";" 2";"A4";10;"13";60486
231;"An der Fähre";"";"";"";"";"";"6 ";"Griesheim";"541";"6.39";"6A";"A3";52;"16";65933
232;"An der Festeburg";"";"";"";"";"";"11";"Seckbach";"390";"11.75";"11";"A1";31;"6";60389
233;"An der Hauptwache";"gerade";"";"";"";"";"1 ";"Innenstadt";"050";"1.02";" 1";"A1";1;"1";60313
233;"An der Hauptwache";"ungerade";"1";"";"";"";"1 ";"Innenstadt";"040";"1.03";" 1";"A1";1;"1";60313
233;"An der Hauptwache";"ungerade";"3";"";"15";"";"1 ";"Innenstadt";"050";"1.02";" 1";"A1";1;"1";60313
234;"An der Herrenwiese";"";"";"";"";"";"6 ";"Schwanheim";"532";"6.37";"6A";"A6";51;"10";60529
235;"An der Kleinmarkthalle";"";"";"";"";"";"1 ";"Altstadt";"010";"1.01";" 1";"A1";1;"1";60311
236;"An der Kreuzheck";"";"";"";"";"";"6 ";"Schwanheim";"531";"6.38";"6A";"A6";50;"10";60529
237;"An der Mainkur";"";"";"";"";"";"11";"Fechenheim";"510";"11.77";"11";"A1";48;"18";60386
238;"An der Mannsfaust";"";"";"";"";"";"5 ";"Oberrad";"380";"5.28";"5A";"A6";30;"8";60599
